sample_id,hostname,instant_offset_sec,last_offset_sec,jitter_sec
70,compute-0-3,0.000014351,-0.000006632,0.000408376
71,compute-0-0,0.000200303,-0.000092002,0.001169477
71,compute-0-1,0.000016708,-0.000009781,0.000741566
71,compute-0-2,0.000108581,+0.000075422,0.000533207
71,compute-0-3,0.000014133,-0.000006632,0.000408376
72,compute-0-0,0.000199447,-0.000092002,0.001169477
72,compute-0-1,0.000016313,-0.000009781,0.000741566
72,compute-0-2,0.000091553,+0.000075422,0.000533207
72,compute-0-3,0.000026615,+0.000012716,0.000387440
73,compute-0-0,0.000198595,-0.000092002,0.001169477
73,compute-0-1,0.000014115,+0.000001856,0.000703511
73,compute-0-2,0.000074511,+0.000075422,0.000533207
73,compute-0-3,0.000025958,+0.000012716,0.000387440
74,compute-0-0,0.000197747,-0.000092002,0.001169477
74,compute-0-1,0.000013866,+0.000001856,0.000703511
74,compute-0-2,0.000057590,+0.000075422,0.000533207
74,compute-0-3,0.000025305,+0.000012716,0.000387440
75,compute-0-0,0.000196896,-0.000092002,0.001169477
75,compute-0-1,0.000013614,+0.000001856,0.000703511
75,compute-0-2,0.000040447,+0.000075422,0.000533207
75,compute-0-3,0.000024646,+0.000012716,0.000387440
76,compute-0-0,0.000285930,-0.000091380,0.001109839
76,compute-0-1,0.000013364,+0.000001856,0.000703511
76,compute-0-2,0.000037061,+0.000000508,0.000505844
76,compute-0-3,0.000023992,+0.000012716,0.000387440
77,compute-0-0,0.000283564,-0.000091380,0.001109839
77,compute-0-1,0.000013114,+0.000001856,0.000703511
77,compute-0-2,0.000035638,+0.000000508,0.000505844
77,compute-0-3,0.000023332,+0.000012716,0.000387440
78,compute-0-0,0.000281170,-0.000091380,0.001109839
78,compute-0-1,0.000012864,+0.000001856,0.000703511
78,compute-0-2,0.000034237,+0.000000508,0.000505844
78,compute-0-3,0.000032704,+0.000010219,0.000367572
79,compute-0-0,0.000278757,-0.000091380,0.001109839
79,compute-0-1,0.000017792,-0.000005331,0.000667411
79,compute-0-2,0.000032798,+0.000000508,0.000505844
79,compute-0-3,0.000031686,+0.000010219,0.000367572
80,compute-0-0,0.000276390,-0.000091380,0.001109839
80,compute-0-1,0.000017376,-0.000005331,0.000667411
80,compute-0-2,0.000031400,+0.000000508,0.000505844
80,compute-0-3,0.000030666,+0.000010219,0.000367572
81,compute-0-0,0.000273995,-0.000091380,0.001109839
81,compute-0-1,0.000016952,-0.000005331,0.000667411
81,compute-0-2,0.000034470,+0.000004437,0.000479888
81,compute-0-3,0.000029657,+0.000010219,0.000367572
82,compute-0-0,0.000271627,-0.000091380,0.001109839
82,compute-0-1,0.000016531,-0.000005331,0.000667411
82,compute-0-2,0.000033224,+0.000004437,0.000479888
82,compute-0-3,0.000028636,+0.000010219,0.000367572
83,compute-0-0,0.000269189,-0.000091380,0.001109839
83,compute-0-1,0.000016103,-0.000005331,0.000667411
83,compute-0-2,0.000031970,+0.000004437,0.000479888
83,compute-0-3,0.000058156,+0.000030576,0.000348843
84,compute-0-0,0.000266836,-0.000091380,0.001109839
84,compute-0-1,0.000007482,+0.000008311,0.000633167
84,compute-0-2,0.000030740,+0.000004437,0.000479888
84,compute-0-3,0.000054781,+0.000030576,0.000348843
85,compute-0-0,0.000264441,-0.000091380,0.001109839
85,compute-0-1,0.000007403,+0.000008311,0.000633167
85,compute-0-2,0.000029499,+0.000004437,0.000479888
85,compute-0-3,0.000051407,+0.000030576,0.000348843
86,compute-0-0,0.000262065,-0.000091380,0.001109839
86,compute-0-1,0.000007325,+0.000008311,0.000633167
86,compute-0-2,0.000028262,+0.000004437,0.000479888
86,compute-0-3,0.000048048,+0.000030576,0.000348843
87,compute-0-0,0.000353395,-0.000094837,0.001053313
87,compute-0-1,0.000007248,+0.000008311,0.000633167
87,compute-0-2,0.000020295,-0.000007393,0.000455268
87,compute-0-3,0.000044744,+0.000030576,0.000348843
88,compute-0-0,0.000349843,-0.000094837,0.001053313
88,compute-0-1,0.000007171,+0.000008311,0.000633167
88,compute-0-2,0.000019870,-0.000007393,0.000455268
88,compute-0-3,0.000041381,+0.000030576,0.000348843
89,compute-0-0,0.000346237,-0.000094837,0.001053313
89,compute-0-1,0.000007093,+0.000008311,0.000633167
89,compute-0-2,0.000019448,-0.000007393,0.000455268
89,compute-0-3,0.000045998,+0.000007454,0.000330950
90,compute-0-0,0.000342666,-0.000094837,0.001053313
90,compute-0-1,0.000013384,-0.000006509,0.000600679
90,compute-0-2,0.000019018,-0.000007393,0.000455268
90,compute-0-3,0.000043844,+0.000007454,0.000330950
91,compute-0-0,0.000339002,-0.000094837,0.001053313
91,compute-0-1,0.000013115,-0.000006509,0.000600679
91,compute-0-2,0.000018596,-0.000007393,0.000455268
91,compute-0-3,0.000041749,+0.000007454,0.000330950
92,compute-0-0,0.000335414,-0.000094837,0.001053313
92,compute-0-1,0.000012850,-0.000006509,0.000600679
92,compute-0-2,0.000009718,-0.000008515,0.000431913
92,compute-0-3,0.000039626,+0.000007454,0.000330950
93,compute-0-0,0.000331805,-0.000094837,0.001053313
93,compute-0-1,0.000012585,-0.000006509,0.000600679
93,compute-0-2,0.000009608,-0.000008515,0.000431913
93,compute-0-3,0.000037502,+0.000007454,0.000330950
94,compute-0-0,0.000328161,-0.000094837,0.001053313
94,compute-0-1,0.000012316,-0.000006509,0.000600679
94,compute-0-2,0.000009497,-0.000008515,0.000431913
94,compute-0-3,0.000035379,+0.000007454,0.000330950
95,compute-0-0,0.000324570,-0.000094837,0.001053313
95,compute-0-1,0.000007695,+0.000019834,0.000569889
95,compute-0-2,0.000009388,-0.000008515,0.000431913
95,compute-0-3,0.000063241,+0.000032048,0.000314131
96,compute-0-0,0.000320988,-0.000094837,0.001053313
96,compute-0-1,0.000007606,+0.000019834,0.000569889
96,compute-0-2,0.000009278,-0.000008515,0.000431913
96,compute-0-3,0.000058587,+0.000032048,0.000314131
97,compute-0-0,0.000317385,-0.000094837,0.001053313
97,compute-0-1,0.000007517,+0.000019834,0.000569889
97,compute-0-2,0.000009169,-0.000008515,0.000431913
